level,list_-5.0,list_-4.0,list_-3.0,list_-2.0,list_-1.0,list_0.0,list_1.0,list_2.0,list_3.0,list_4.0,list_5.0
183,-3.23,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.67
184,-3.24,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.66
185,-3.25,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.65
186,-3.26,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.64
187,-3.27,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.63
188,-3.28,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.62
189,-3.29,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.61
190,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.6
191,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.59
192,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.58
193,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.57
194,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.56
195,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.55
196,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.54
197,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.53
198,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.52
199,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.51
200,-3.3,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
201,-3.31,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
202,-3.32,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
203,-3.33,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
204,-3.34,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
205,-3.35,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
206,-3.36,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
207,-3.37,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
208,-3.38,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
209,-3.39,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
210,-3.4,-2.7,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
211,-3.4,-2.71,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
212,-3.4,-2.72,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
213,-3.4,-2.73,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
214,-3.4,-2.74,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
215,-3.4,-2.75,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
216,-3.4,-2.76,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
217,-3.4,-2.77,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
218,-3.4,-2.78,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
219,-3.4,-2.79,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
220,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
221,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
222,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
223,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
224,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
225,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
226,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
227,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
228,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
229,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
230,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
231,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
232,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
233,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
234,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
235,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
236,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
237,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
238,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
239,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
240,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
241,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
242,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
243,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
244,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
245,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
246,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
247,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
248,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
249,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
250,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
251,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
252,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
253,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
254,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
255,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
256,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
257,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
258,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
259,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
260,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
261,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
262,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
263,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
264,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
265,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
266,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
267,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
268,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
269,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
270,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
271,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
272,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
273,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
274,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
275,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
276,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
277,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
278,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
279,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
280,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
281,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
282,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
283,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
284,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
285,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
286,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
287,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
288,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
289,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
290,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
291,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
292,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
